context_id	word	gold_sense_id	predict_sense_id	positions	context
relax.v.23	relax	relax.v.1		40-48	[Dan_Simon] We found the retired couple relaxing on their porch /.
relax.v.24	relax	relax.v.1		195-200	[Dan_Abrams] and I know that   there was a --   the goal was to give a lot of people some time off uh right after this happened in order to allow them   to   to get their wits back to be able to relax a little bit /.
relax.v.25	relax	relax.v.3		89-94	The new options carry out part of an agreement that the pension fund , under pressure to relax its strict participation rules and to provide more investment options , reached with the SEC in December .
relax.v.26	relax	relax.v.3		249-256	After a surprisingly sharp widening in the U.S. August merchandise trade deficit -- $ 10.77 billion from a revised $ 8.24 billion in July and well above expectations -- and a startling 190-point drop in stock prices on Oct. 13 , the Federal Reserve relaxed short-term interest rates , knocking fed funds from around 9 % to 8 3\/4 % .
relax.v.27	relax	relax.v.3		94-99	He contended that the Fed wo n't ease rates further , but predicted Bundesbank officials will relax key rates in West Germany .
relax.v.28	relax	relax.v.3		55-63	The powerful Democrat had first wanted to add language relaxing environmental restrictions on two mills on the Hamakua coast that are threatening to close .
relax.v.29	relax	relax.v.3		108-113	Ford is willing to bid for 100 % of Jaguar's shares if both the government and Jaguar shareholders agree to relax the anti-takeover barrier prematurely .
relax.v.30	relax	relax.v.1		8-13	Time to relax and enjoy ourselves is always taken up by something to do with football -LRB- meetings , lifting weights , conditioning or films -RRB- .
relax.v.31	relax	relax.v.1		144-149	Council member Cardinal Gerald Carter of Toronto told Vatican Radio : `` Now that we say we covered our deficit this year , people are going to relax and say well that's fine , the Holy See is out of the hole .
relax.v.32	relax	relax.v.1		37-45	He is also a recovering workaholic , relaxing with his family and creating topiary , or garden-shrub sculpture , a fashionable pursuit for which he developed a passion during his three-year legal ordeal .
relax.v.33	relax	relax.v.3		49-57	Analysts say Fed policy makers have been wary of relaxing credit too much because they were still uncertain about the level of inflation in the economy .
relax.v.34	relax	relax.v.1		59-64	`` I do n't want to give the impression that everybody can relax now , '' he said .
relax.v.35	relax	relax.v.3		44-52	Some analysts believe China soon will begin relaxing economic controls , particularly by loosening credit .
relax.v.36	relax	relax.v.1		32-37	I wonder when we 'll be able to relax .
relax.v.37	relax	relax.v.3		87-92	The industry had shown signs of recovery this summer , after the central bank began to relax its clamp on credit , allowing interest rates to drop a bit after pushing them up for a year .
relax.v.38	relax	relax.v.2		171-178	But other analysts contend that while the Fed's move to loosen credit has n't been aggressive , it nevertheless sends a clear signal that , at least for now , the Fed has relaxed its grip on credit .
relax.v.39	relax	relax.v.1		118-123	On the contrary , office rubdowns usually take place in dimly lighted conference rooms , where stressed-out employees relax in specially designed chairs , fully clothed .
relax.v.40	relax	relax.v.3		56-64	"The principle of "" invigorating large enterprises while relaxing control over small ones "" has been strengthened ."
relax.v.41	relax	relax.v.3		58-66	At the same time , various places have quickened steps of relaxing control over small enterprises .
relax.v.42	relax	relax.v.3		70-75	At the same time , the Chinese side also hopes the American side will relax restrictions over the export of Chinese high-tech products , gradually jointly realizing a trade balance between the two countries using positive methods , to create conditions for the healthy and stable development of Sino-American economy and trade relations .
relax.v.43	relax	relax.v.3		91-96	The Chinese side hopes that each party concerned continues to make constructive efforts to relax the situation on the Korean peninsula .
relax.v.44	relax	relax.v.1		32-40	Instead , we now spend the time relaxing at home , doing whatever we fancy , be it sitting quietly and reading , listening to music , going on an outing , or talking about the ups and downs of the past year .
relax.v.45	relax	relax.v.1		1-6	 Relax dudes
relax.v.46	relax	relax.v.1		49-54	For the first time in her life , she was able to relax a bit , then five years ago the government started providing a monthly pension of NT$ 3,000 .
relax.v.47	relax	relax.v.3		116-123	"And according to economics minister Lin Hsin-yi , the government recognizes that the "" go slow "" policy needs to be relaxed , and will give a more thorough accounting of this before the end of the year ."
relax.v.48	relax	relax.v.3		114-121	According to the agreement , restrictions on those seeking association membership and sub-committee posts will be relaxed , but the rules will be tightened for those running for the posts of director or general secretary , excluding or removing from office anyone who is in default for more than a year on loans from these and other such financial organizations .
relax.v.49	relax	relax.v.1		83-88	""" Things used in aroma-therapy like lavender and sandalwood definitely help people relax and sleep better , and can relieve tension and headaches , "" says Dr. Ho ."
relax.v.50	relax	relax.v.1		94-99	""" But , "" he cautions , "" the user has to put him - or herself in the proper frame of mind to relax , or else the effect will be largely cancelled out . """
relax.v.51	relax	relax.v.1		36-41	But gradually she began to learn to relax and let go .
signal.v.1	signal	signal.v.1		55-61	The man in this house would have had plenty of time to signal two bombers waiting with the boat across the bay .
signal.v.2	signal	signal.v.1		23-31	Today , George W. Bush signaled his intention to mend fences with black Americans .
signal.v.3	signal	signal.v.2		77-83	The outcome disappointed Western officials who had hoped the balloting would signal an end to the country's ethnic divisions .
signal.v.4	signal	signal.v.2		36-44	The speech by Milosevic on state TV signaled he has abandoned efforts to block the opposition from assuming power .
signal.v.5	signal	signal.v.2		82-88	And if this attack turns out to be the work of terrorists , Hoffman says it would signal a dangerous new trend .
signal.v.6	signal	signal.v.2		23-31	The stock market again signaled worries that recession may be looming and a sharply divided Congress is poised for grid lock .
signal.v.7	signal	signal.v.2		25-31	Tomorrow's meeting could signal a possible job offer for Breaux .
signal.v.8	signal	signal.v.1		20-28	The White House had signaled consistently it wants the United States and Great Britain to create a lead role .
signal.v.9	signal	signal.v.1		65-71	The key is going to fwo see whether or not Khatami actually does signal that he is going to be heeding the word of President Bush and backing off in some way in supporting Hezbollah .
signal.v.10	signal	signal.v.2		214-220	Some of the classic indicators , as described by Drs. Pittenger , Hockett , and Danehy in The First Five Minutes , are these : ambiguity of pronouns : Stammering or repetition of I , you , he , she , et cetera may signal ambiguity or uncertainty .
signal.v.11	signal	signal.v.1		51-57	He would have to climb back down to the street and signal a cop .
signal.v.12	signal	signal.v.1		60-66	Language was no problem anyway ; ; Mr. Phillips had only to signal from his doorway to summon aid from the ubiquitous bilingual children who played on the sidewalks of Mission Street .
signal.v.13	signal	signal.v.1		32-41	And there would be no chance of signaling them -- without the Nernst generator Jack could not send a call powerful enough to get through all the static , and by the time he could rebuild his fusion power the skiff would be gone .
signal.v.14	signal	signal.v.1		71-79	This young slave was therefore quite unprepared when Delphine Lalaurie signaled that she wanted him to draw near .
signal.v.15	signal	signal.v.1		43-49	[Ed_Henry] Democrats say they also want to signal they 're ready to stand up to the Republican majority and may even filibuster the president's latest Supreme Court pick Samuel Alito a move that would make these events seem like the opening fireworks in a much nastier battle /.
signal.v.16	signal	signal.v.2		123-133	[David_Shuster] The question is was the anti-war sentiment in Ohio's second congressional district a national bell weather signalling things to come /?
signal.v.17	signal	signal.v.1		128-136	[Bill_Safire] And as you just saw in the beginning of this program these two senators who disagree about so much uh pretty much signaled you bet /.
signal.v.18	signal	signal.v.1		3-10	It signals Congress's attempt , under the pretext of guarding the public purse , to deny the president the funding necessary to execute certain of his duties and prerogatives specified in Article II of the Constitution .
signal.v.19	signal	signal.v.2		26-32	Mobil's latest move could signal the beginning of further reductions by other oil companies in their domestic oil-producing operations .
signal.v.20	signal	signal.v.2		131-139	Limited volume ahead of the September trade data showed the market is nervous , but dealers added that the day's modest gains also signaled some support for London equities .
signal.v.21	signal	signal.v.2		58-65	Feedlots fatten young cattle for slaughter , so a decline signals a tightening supply of beef .
signal.v.22	signal	signal.v.1		177-183	Federal and state tax enforcers develop many group targets for investigation , on the basis of occupation , high income , type of income , or some other characteristic that may signal an opportunity or tendency to hide income or exaggerate deductions .
signal.v.23	signal	signal.v.1		102-110	General Motors Corp. , in a series of moves that angered union officials in the U.S. and Canada , has signaled that as many as five North American assembly plants may not survive the mid-1990s as the corporation struggles to cut its excess vehicle-making capacity .
signal.v.24	signal	signal.v.1		57-65	Another is that United Auto Workers union officials have signaled they want tighter no-layoff provisions in the new Big Three national contract that will be negotiated next year .
signal.v.25	signal	signal.v.1		38-46	Still , one federal appeals court has signaled it's willing to entertain the notion , and the lawyers have renewed their arguments in Texas and eight other states where the defense is permitted under state law .
signal.v.26	signal	signal.v.2		68-76	But economists were divided over the extent of the inflation threat signaled by the new numbers .
signal.v.27	signal	signal.v.2		103-109	Treasury Secretary Nicholas Brady said in a statement Friday that the stock-market decline `` does n't signal any fundamental change in the condition of the economy . ''
signal.v.28	signal	signal.v.2		10-16	Does this signal another Black Monday is coming ?
signal.v.29	signal	signal.v.2		66-74	Economists say an August rebound in permits for multifamily units signaled an increase in September starts , though activity remains fairly modest by historical standards .
signal.v.30	signal	signal.v.2		41-47	`` Today's stock market decline does n't signal any fundamental change in the condition of the economy , '' he said .
signal.v.31	signal	signal.v.1		23-31	Fed Chairman Greenspan signaled that the central bank was prepared to inject massive amounts of money into the banking system to prevent a financial crisis .
signal.v.32	signal	signal.v.2		130-138	The surge in producer prices in September followed three months of declines , but analysts were divided on whether the 0.9 % jump signaled a severe worsening of inflation .
signal.v.33	signal	signal.v.1		15-23	General Motors signaled that up to five North American assembly plants may close by the mid-1990s as it tries to cut excess capacity .
signal.v.34	signal	signal.v.2		39-46	Whether he wins or not , his candidacy signals a drastic change in Taiwan's party politics .
signal.v.35	signal	signal.v.2		110-117	Taiwanese men tend to fall like a ton of bricks for the pretty , sweet - talking women in Shanghai , and that signals the beginning of all sorts of problems .
swim.v.1	swim	swim.v.2		117-125	It's going to be bitterly cold , and there is going to be enormous danger from jagged pieces of metal which could be swimming around in the submarine .
swim.v.2	swim	swim.v.1		19-23	Are they trying to swim to shore .
swim.v.3	swim	swim.v.1		10-18	They were swimming toward the boat .
swim.v.4	swim	swim.v.1		3-7	To swim is true , and to sink is true .
swim.v.5	swim	swim.v.1		23-31	But where do people go swimming in Paris ? ?
swim.v.6	swim	swim.v.1		25-33	But if he has time to go swimming , he had time to be with us '' .
swim.v.7	swim	swim.v.1		18-22	`` Warm enough to swim -- real Indian summer .
swim.v.8	swim	swim.v.1		2-6	I swam like mad , got out of the pool , grabbed my robe , and ran to the car .
swim.v.9	swim	swim.v.1		46-50	Brassnose , Max and I leaped into the sea and swam to the boat .
swim.v.10	swim	swim.v.1		41-45	He and his safety man , Herr Schaffner , swam up to the boarding ladder together .
swim.v.11	swim	swim.v.1		10-18	There was swimming over at the Riverside Hotel , but his skin was so white he looked like the bottom of a frog .
swim.v.12	swim	swim.v.1		17-25	Dr. Fortman says swimming would help your leg .
swim.v.13	swim	swim.v.1		34-42	When you get back I 'll probly be swimming better than Victoria .
swim.v.14	swim	swim.v.1		129-137	Or , what was worse , she prayed for him out loud at bedtime : `` Please , Lord Gord , please give my brother the strength to go swimming like he promised '' .
swim.v.15	swim	swim.v.1		41-45	She said sharks have no bones and shrimp swam backward .
swim.v.16	swim	swim.v.1		123-131	Next morning he tied a bunch of sea daisies with string and threw them across the V-shaped inlet to the rock where she was swimming around .
swim.v.17	swim	swim.v.1		36-40	He daydreamed on the rock while she swam and splashed around .
swim.v.18	swim	swim.v.1		38-46	Once when she asked why he never went swimming and he answered , `` Do n't feel like it '' , he was tempted to tell her about being scared .
swim.v.19	swim	swim.v.1		13-21	I was slowly swimming down to the bottom of the sea .
swim.v.20	swim	swim.v.1		44-48	Perhaps if I took off the aqua-lung I could swim better , love my woman better .
swim.v.21	swim	swim.v.1		45-53	While a hazy part of my mind concentrated on swimming down , a clear part sorted over recent events , among them my only positive act in a long time .
swim.v.22	swim	swim.v.1		37-41	[Jack_Hannah] Remember elephants can swim everybody /.
swim.v.23	swim	swim.v.1		47-55	[Jack_Hannah] I do n't know if he's walking or swimming /.
swim.v.24	swim	swim.v.1		29-33	Pictures of rusted oil drums swim into focus , and the female voice purrs , `` That hazardous waste on his -LCB- Mr. Courter's -RCB- property -- the neighbors are suing for consumer fraud . ''
swim.v.25	swim	swim.v.1		19-23	`` People say they swim , and that may mean they 've been to the beach this year , '' says Krys Spain , research specialist for the President's Council on Physical Fitness and Sports .
swim.v.26	swim	swim.v.1		37-41	`` That's good news , because we all swim in this water . ''
swim.v.27	swim	swim.v.1		18-22	Information cells swim around in it , and can divide , recombine , reproduce , and copy themselves without limit , opening up entirely new possibilities for the accumulation and application of knowledge .
swim.v.28	swim	swim.v.1		28-32	In middle age , only if you swim against the current and courageously meet and create challenges will you leave this life without regrets .
owe.v.1	owe	owe.v.1		77-81	Moscow would like to see Cuba repay some of the billions of dollars it still owes from loans that date back to the Soviet era .
owe.v.2	owe	owe.v.1		129-133	The Russian leader is expected to discuss the possibility of collecting some of the billions of dollars in Soviet era debt still owed to Moscow by Cuba .
owe.v.3	owe	owe.v.3		58-62	Yubitrich is one of Belgrade's most popular actors and he owes it to his skilful portrayal of Slobodan Milosevic .
owe.v.4	owe	owe.v.2		63-66	At a political stop in Denver , Mr. Clinton said all Americans owe the sailors a debt of thanks .
owe.v.5	owe	owe.v.3		57-61	The man behind the music , creator Mike Spalla , says he owes it all to his cat , Cheesepuff , and her finely tuned vocal cords .
owe.v.6	owe	owe.v.1		102-105	Michael Jackson filed suit against Universal Music , the parent company of Motown Records saying they owe him for music he recorded with the Jackson Five back in the 1970s .
owe.v.7	owe	owe.v.2		26-30	That any sort of duty was owed by his nation to other nations would have astonished a nineteenth-century statesman .
owe.v.8	owe	owe.v.3		20-24	Helion knew that he owed his freedom as much to the self-sacrifice of his fellow-men in Arbeitskommando 13 , , Stettin , as to his own fierce will and love of life .
owe.v.9	owe	owe.v.2		156-160	It would be profitable , I believe , to read these realistic humorists alongside Faulkner's works , the thought being not that he necessarily read them and owed anything to them directly , but rather that they dealt a hundred years ago with a class of people and a type of life which have continued down to our time , to Faulkner's time .
owe.v.10	owe	owe.v.2		61-64	`` Four cuts at least '' , he chuckled to himself , `` and I owe it all to them '' .
owe.v.11	owe	owe.v.1		17-20	`` Did Mrs. Buck owe him any wages '' ? ? I asked .
owe.v.12	owe	owe.v.2		7-10	`` You owe it to Penny to give her a chance to explain that she was defending you , really '' , he observed mildly .
owe.v.13	owe	owe.v.2		34-38	Alex Poldowski -- in a fashion he owed a debt to that effete gentleman .
owe.v.14	owe	owe.v.1		80-83	All we own is Francie's bedroom set and the televison-record player and we even owe on them .
owe.v.15	owe	owe.v.1		105-109	After an unspeakable siege , lasting the better part of two months , it was announced that the studio `` owed '' the government a tax debt in excess of eight million dollars while I , who had always remained aloof from such iniquitous practices as paying taxes on the salary I had earned and the little I legally inherited as Morris ' helpless relict , was `` stung '' with a personal bill of such astronomical proportions as to `` wipe out '' all but a fraction of my poor , hard-come-by savings .
owe.v.16	owe	owe.v.1		194-198	Not only were the court costs prohibitive , but I was subjected to crippling fines , in addition to usurious interest on the unpaid `` debts '' which the government claimed that Metronome and I owed -- a severe financial blow .
owe.v.17	owe	owe.v.2		71-74	[Keith_Oppenheim] She feels even if they had to make a tough call they owe her a better explanation as to why her mother died /.
owe.v.18	owe	owe.v.3		30-34	[Wang_shilin] We could say it owed its success to good opportunities , which it seized ;
owe.v.19	owe	owe.v.2		28-31	[Melanie_Morgan] I think we owe our troops that /.
owe.v.20	owe	owe.v.1		142-146	Mr. Nahas , who single-handedly provoked a one-day closure of Brazil's stock markets in June when he failed to honor a debt of $ 31.1 million owed to his brokers , yesterday blamed his predicament on the president of the Sao Paulo stock exchange ; a few days before Mr. Nahas's failure , the exchange raised the required margin on stock-margin transactions .
owe.v.21	owe	owe.v.3		23-27	The humor of the story owes much to the fact that no hearts -LRB- even the characters ' own -RRB- are likely to bleed for the plight of health-food eaters .
owe.v.22	owe	owe.v.1		8-12	He also owes a lot of back taxes , interest and civil fraud penalties .
owe.v.23	owe	owe.v.3		178-182	Although the New York market plunge prompted a 70.5-point drop in the London Financial Times-Stock Exchange 100 Share Index , Mr. Leigh-Pemberton declared `` that the experience owed nothing to the particular problems of the British economy . ''
owe.v.24	owe	owe.v.1		147-151	As the story of `` Mastergate '' unfolds , we learn that the Internal Revenue Service confiscated one of the properties of a foreign financier who owes the government millions in taxes .
owe.v.25	owe	owe.v.3		180-185	For Ms. Cunningham the architectural discombobulation matched the discrepancy she felt living in the AnaMor Towers as a little girl : `` ... outwardly ordinary , inwardly ornate , owing all inspiration to heathen cultures . ''
owe.v.26	owe	owe.v.2		61-64	In fact , some of the network's Hungarian listeners say they owe Radio Free Europe loyalty because it was responsible in many ways for keeping hope alive through what one writer here calls the `` Dark Ages of the 20th Century . ''
owe.v.27	owe	owe.v.1		208-213	"Renfa Lu demanded all tax department levels to strictly implement relevant regulations of the "" People's Republic of China Taxation Collection and Management Law "" , and uniformly impose fines on enterprises owing taxes ."
owe.v.28	owe	owe.v.1		194-199	"Non-bank debt of reformed enterprises can be transferred from creditor rights to stock ownership ; those having difficulty paying taxes , can implement "" temporarily postponing old debt but not owing on new taxes , and suspending taxes and waiving fines , and paying off year by year "" ."
owe.v.29	owe	owe.v.3		1-6	 Owing to the series ' popularity , lead actor Lun Hsiao-hua has become a major television star , while female lead Chen Mei-feng established her image as a traditional Taiwanese woman of gentility and virtue , and has since gotten numerous roles and television commercials .
owe.v.30	owe	owe.v.2		16-19	""" Our ancestors owe him a great debt . """
owe.v.31	owe	owe.v.3		3-6	We owe all of this to Martine .
owe.v.32	owe	owe.v.2		48-51	""" Going to work every day is a responsibility I owe myself , "" says Yeh ."
apply.v.1	apply	apply.v.1		17-24	Here , the court applied it to counting voters ' ballots .
apply.v.2	apply	apply.v.2		150-157	And with that in mind , the justices -- in a highly unusual move -- said their ruling `` is limited to the present circumstances '' only , meaning it applies just to Bush v. Gore .
apply.v.3	apply	apply.v.2		8-15	It also applies to four other nations where trade has been restricted , Iran , Sudan , Libya and North Korea , but Cuban-American House Members who fiercely oppose anything that might ease pressure on President Castro demanded concessions .
apply.v.4	apply	apply.v.1		43-50	Mr. Olson says the treatment might also be applied to other brain diseases in which nerve cells degenerate , but he warns of a major hurdle in assuring patients get the proper dose of gene therapy because too much is bad .
apply.v.5	apply	apply.v.1		71-78	That part of the resolution here and the resolution was never actually applied because right until now , the Yugoslav police and military were in the hands of Milosevic , so the international community did n't want to have anything to do with the Milosevic forces .
apply.v.6	apply	apply.v.1		55-60	Political satirical theater is something which you can apply best to the societies , which are in some kind of crisis .
apply.v.7	apply	apply.v.3		52-59	The Tribunal's chief prosecutor Carla Del Ponte has applied for a Yugoslav visa and plans to visit Belgrade soon .
apply.v.8	apply	apply.v.1		328-333	Yes indeed , it was a political idea put forward in the writings of the and another very famous french political observer Alexis de Tocqueville who visited America and wrote an amazingly good book about American democracy , said exactly that , that America seemed to him to be the single country in the world who has managed to apply the separation of powers between the judiciary , the executive , and the legislative in a better way than any other country .
apply.v.9	apply	apply.v.2		87-92	So in the end , Brian , I think official the official numbers will be the numbers that apply but we 'll have to wait and see when all 67 are counted by both .
apply.v.10	apply	apply.v.1		31-38	For the past six hours , I 've applied these criteria in deliberating upon the specific requests of the counties , contemplating manual vote recounts .
apply.v.11	apply	apply.v.2		10-15	They will apply to new trucks and replacement engines sold beginning in late 2006 .
apply.v.12	apply	apply.v.1		60-68	We try to bring you the work of still photographers who are applying their trade in Iraq these days .
apply.v.13	apply	apply.v.1		3-10	He applied a turn to get to keep from bleeding to death .
apply.v.14	apply	apply.v.1		34-41	The pilots of that plane forcibly applied their rudder to recover from a stall , and as a result the plane's tail section exceeded its design limits .
apply.v.15	apply	apply.v.4		7-14	It was applied with a compost shredder made from a converted manure spreader .
apply.v.16	apply	apply.v.4		6-13	As he applied the applicator extending from the machine -- which consisted of seven differently colored neon tubes superimposed on a rectangular base -- to the supposedly diseased portions of Mrs. Shaefer's body , Lee kept up a steady stream of pseudo-scientific mumbo-jumbo .
apply.v.17	apply	apply.v.1		20-27	Abnormal pressure , applied over a period of time , produces a change in the bony deposit , so a tooth functions normally in the new position into which it has been guided .
apply.v.18	apply	apply.v.2		129-134	Here again laboratory approaches are being evolved , for it is recognized how `` elastic '' these readings can be , how they can apply to many people , and are often stated in general terms all too easily applied to any individual's own case .
apply.v.19	apply	apply.v.1		129-134	Here again laboratory approaches are being evolved , for it is recognized how `` elastic '' these readings can be , how they can apply to many people , and are often stated in general terms all too easily applied to any individual's own case .
apply.v.20	apply	apply.v.1		197-202	An interested sitter may think the sensitive has made a `` hit '' , describing something accurately for him , but can he really be sure that another sitter , hearing the same statement , would not apply it subjectively to his own circumstances ? ?
apply.v.21	apply	apply.v.2		79-84	`` A journey '' , `` a little white house '' , `` a change of outlook '' , can apply to many people .
apply.v.22	apply	apply.v.2		43-48	Or am I taking something that could really apply to almost anybody , and forgetting that many other people probably have had a similar experience '' ? ?
apply.v.23	apply	apply.v.2		308-316	So , after the sitting has been held , several readings at one time are mailed , and the distant sitter -LRB- whose name or whose communicator's name was given to the medium -RRB- must mark each little item as Correct -LRB- Hit -RRB- , Incorrect -LRB- Miss -RRB- , Doubtful , or Especially Significant -LRB- applying to him and , he feels , not to anyone else -RRB- .
apply.v.24	apply	apply.v.1		8-13	One can apply these facts to Britain in the late eighteenth and nineteenth centuries as she spread her dominion over palm and pine , and they can be applied again to the United States in more recent years .
apply.v.25	apply	apply.v.1		8-13	One can apply these facts to Britain in the late eighteenth and nineteenth centuries as she spread her dominion over palm and pine , and they can be applied again to the United States in more recent years .
apply.v.26	apply	apply.v.1		57-64	Knowledge gained from studying earthquake waves has been applied in various fields .
apply.v.27	apply	apply.v.4		68-73	Or she might place cornstarch in the oven for a short time and then apply this under her breasts .
apply.v.28	apply	apply.v.4		32-39	To stop bleeding , cobwebs were applied to cuts and wounds .
apply.v.29	apply	apply.v.4		64-69	Until quite recently , `` sterile '' maggots could be bought to apply to a wound ; ; they would feed on its surface , leaving it clean so that it could be medically treated .
apply.v.30	apply	apply.v.4		14-21	This might be applied to the top of the nose or the back of the neck , pressed on the upper lip , or inserted into the nostril -LRB- cotton was usually used in this last -RRB- .
apply.v.31	apply	apply.v.4		45-52	As the cloth dried , more of the mixture was applied , and after twenty-four hours the felon was supposed to be `` killed '' .
apply.v.32	apply	apply.v.4		24-32	Ant bites were eased by applying liquid bluing .
apply.v.33	apply	apply.v.4		151-158	Bed slats were washed in alum water , legs of beds were placed in cups of kerosene , and all woodwork was treated liberally with corrosive sublimate , applied with a feather .
apply.v.34	apply	apply.v.4		71-78	For erysipelas a mixture of one dram borax and one ounce glycerine was applied to the afflicted part on linen cloth .
apply.v.35	apply	apply.v.4		27-35	Winter itch was treated by applying strong apple cider in which pulverized bloodroot had been steeped .
apply.v.36	apply	apply.v.4		85-90	Another common cure was to soak the feet five or ten minutes in warm water , then to apply a solution of equal parts of soda and common brown soap on a kid bandage overnight .
apply.v.37	apply	apply.v.1		52-59	That is particularly true of sovereignty when it is applied to democratic societies , in which `` popular '' sovereignty is said to exist , and in federal nations , in which the jobs of government are split .
apply.v.38	apply	apply.v.2		39-46	The same principle of `` redundancy '' applies to all communications on these special networks .
apply.v.39	apply	apply.v.1		73-78	Some look deliberately to devices used by creators in the other arts and apply corresponding methods to their own work .
apply.v.40	apply	apply.v.1		33-41	He may even alter the pattern by applying a scheme of random numbers .
apply.v.41	apply	apply.v.1		142-150	For example , there are persons who are in physical science , in the field of mineralogy , trained in crystallography , who use only X-rays , applying only the powder technique of X-ray diffraction , to clay minerals only , and who have spent the last fifteen years concentrating on the montmorillonites ; ; or persons in the social sciences in the field of anthropology , studying the lung capacity of seven Andean Indians .
apply.v.42	apply	apply.v.1		40-47	Certainly external forces should not be applied arbitrarily out of mere power available to do so .
apply.v.43	apply	apply.v.1		53-58	It would have been unwise policy , for instance , to apply the pound-of-flesh characterization to the thrifty Scotchman .
apply.v.44	apply	apply.v.2		39-46	Gross's , being `` outside '' the U.N. applied only to a physical state , not an objective one .
apply.v.45	apply	apply.v.4		109-116	Argiento made him lie down on the bed , brought a pan of hot water , dipped some clean white linen cloth and applied it to extract the splinter .
apply.v.46	apply	apply.v.4		58-66	Argiento never left his side , keeping the water boiled , applying hot compresses throughout the night .
apply.v.47	apply	apply.v.4		66-73	Again , a force too strong for unfrozen bodies to endure would be applied .
apply.v.48	apply	apply.v.2		43-50	The same use of an entirely different word applied for all the other tenses .
apply.v.49	apply	apply.v.3		91-99	Begging my pardon , he must express his astonishment over seeing a person of my background applying at the hall .
apply.v.50	apply	apply.v.3		47-55	Was I sure , he asked , that I knew what I was applying for ? ?
apply.v.51	apply	apply.v.3		82-90	Though I doubted that he would understand me , I told the director my motives for applying .
apply.v.52	apply	apply.v.2		134-141	The pretty little twittering WACS said he had the look of eagles -- and Penny , hating the cliche , had to admit that in this case it applied .
apply.v.53	apply	apply.v.1		56-63	The cap was stuck and made a thin rusty squeaking as he applied pressure .
apply.v.54	apply	apply.v.4		42-49	With a firm grip on the man's hair Matsuo applied the blade flat on a cheek .
apply.v.55	apply	apply.v.2		92-99	Japan did something to a man -- and it was n't just Japan , either , because the same thing applied anywhere overseas .
apply.v.56	apply	apply.v.3		8-15	My John applied to six colleges before he got in '' .
apply.v.57	apply	apply.v.3		44-51	He had n't told anyone , but he , too , had applied to five colleges for David .
apply.v.58	apply	apply.v.3		20-28	`` It's Dave who is applying to Hanford College .
apply.v.59	apply	apply.v.2		83-88	This creates an amusing effect because its position in a sentence seems to make it apply to the wrong word .
apply.v.60	apply	apply.v.2		102-109	[John_Yoo] What the McCain amendment is just repeating is the Geneva convention standard that already applies in Iraq /.
apply.v.61	apply	apply.v.1		201-206	[Mowaffak_Al-Rubaie] Well eh   I would --   I would n't like to eh preempt or influence the trial because   this is --   uh this is independent judicial uh process and I would not like   to   to uh uh apply any pressure on the judge uh to uh speed up the   +trial   trial /.
apply.v.62	apply	apply.v.1		69-74	[Jon_Kyl] He's supposed to take the facts when they 're given to him apply the law and make a decision /.
apply.v.63	apply	apply.v.1		32-37	[Jon_Kyl] So   I 'll --   I 'll apply my own judgment and be open-minded /.
apply.v.64	apply	apply.v.1		51-56	[Jon_Kyl] but again I have basic principles that I apply to decisions as well /.
apply.v.65	apply	apply.v.4		77-84	[Speaker#1] When their blood turned the yellow soil red , [Ma_xueliang] they applied iodine solution to their wounds and closed them with bandages .
apply.v.66	apply	apply.v.1		153-161	[Jin_xide] They said that with joint development , Russia would advocate adopting the current Russian controlled situation , the current situation , and applying Russian law .
apply.v.67	apply	apply.v.1		76-81	[Zhou_hanhua] Well , presently in fact , e-governments in various countries apply this so - called last mile , ah , or last multiple - exposure method , such as call centers , such as electronic IDs , and such as these , these , these electronic signatures .
apply.v.68	apply	apply.v.2		136-143	[Andrea_Mitchel] Well let's break it down here [Andrea_Mitchel] Because this ruling does indicate to some human rights groups that this applies to the prisoners in secret ~CIA prisons [Andrea_Mitchel] to the prisoners in Afghanistan [Andrea_Mitchel] Beyond Guantanamo /.
apply.v.69	apply	apply.v.1		70-75	[Nicholas_Burns] we have countries   with us   united with us who can apply the same type of pressure /.
apply.v.70	apply	apply.v.1		146-154	[Nicholas_Burns] But if you have the right policy in place , if you know what you 're trying to accomplish and if you 're very tough-minded about applying that policy we can be successful /.
apply.v.71	apply	apply.v.1		97-102	[Nicholas_Burns] You 've got to be very purposeful and directed in what you 're trying to do and apply the weight of your country and that of others to the test /.
apply.v.72	apply	apply.v.1		80-85	[Ashton_Carter] uh there's almost nothing we can do short of military action to apply pressure to North Korea /.
apply.v.73	apply	apply.v.1		112-117	Saudi Arabia , for its part , has vowed to enact a copyright law compatible with international standards and to apply the law to computer software as well as to literary works , Mrs. Hills said .
apply.v.74	apply	apply.v.3		74-81	An official of the Palestinian Olympic Committee said the committee first applied for membership in 1979 and renewed its application in August of this year .
apply.v.75	apply	apply.v.4		5-10	Some apply it to gouty joints .
apply.v.76	apply	apply.v.2		73-78	But the officials insist that such a deal on a future vote would have to apply to both the House and the Senate .
apply.v.77	apply	apply.v.3		49-54	`` Why did it take Burroughs Wellcome so long to apply '' for treatment investigational new drug status ? the New York Democrat asked .
apply.v.78	apply	apply.v.2		65-70	The changes , which could be announced as early as today , would apply to pesticides and other substances found on fresh and processed foods , officials said .
